120.6,259.48,65.98,59.14
90.1,262.16,66.31,60.02
107.8,259.48,64.55,57.91
108.9,262.16,63.95,58.18
108.1,259.48,64.51,59.03
108.0,262.16,64.49,58.77
110.8,259.48,62.69,56.97
91.8,262.16,64.99,57.44
106.9,259.48,65.11,56.69
101.0,262.16,69.04,58.77
91.3,259.48,65.35,56.78
117.3,262.16,67.88,58.89
89.6,259.48,66.69,58.70
108.8,262.16,63.99,57.25
88.7,259.48,67.32,56.80
106.1,262.16,65.60,57.42
103.2,259.48,67.56,58.47
105.8,262.16,65.81,58.00
89.1,259.48,67.07,58.35
105.0,262.16,66.29,58.10
104.8,259.48,66.57,57.07
103.1,262.16,67.66,58.11
92.4,259.48,64.57,57.08
100.7,262.16,69.31,57.99
106.8,259.48,65.28,58.89
90.5,262.16,65.97,58.62
105.7,259.48,65.96,57.94
101.1,262.16,68.88,58.40
108.3,259.48,64.40,58.15
87.5,262.16,68.29,58.72
108.1,259.48,64.35,56.86
103.6,262.16,67.21,58.31
105.1,259.48,66.26,57.47
90.6,262.16,65.88,58.45
105.3,259.48,66.22,57.97
106.1,262.16,65.67,57.47
88.3,259.48,67.71,57.33
116.5,262.16,68.42,60.63
93.3,259.48,63.96,56.95
101.7,262.16,68.55,59.98
109.1,259.48,63.82,56.63
100.9,262.16,69.15,59.12
92.0,259.48,64.97,58.01
104.5,262.16,66.67,58.70
104.1,259.48,66.99,57.79
87.8,262.16,67.97,60.39
109.5,259.48,63.62,57.88
103.2,262.16,67.48,58.34
88.9,259.48,67.28,58.43
102.6,262.16,67.94,60.79
109.1,259.48,63.78,57.24
100.8,262.16,69.07,61.41
107.3,259.48,64.91,59.38
106.0,262.16,65.71,58.48
101.7,259.48,68.59,58.00
91.7,262.16,65.12,59.09
119.3,259.48,66.80,58.95
104.9,262.16,66.43,58.83
90.4,259.48,66.11,58.38
90.3,262.16,66.08,58.59
117.0,259.48,68.17,58.61
90.0,262.16,66.39,59.64
107.0,259.48,74.39,67.81
118.1,262.16,67.43,61.60
110.1,259.48,63.17,57.39
109.2,262.16,63.73,57.63
109.2,259.48,63.77,57.93
92.9,262.16,64.28,57.90
104.0,259.50,67.00,58.45
105.8,262.17,65.81,58.14
100.6,259.50,69.35,59.42
90.1,262.17,66.32,60.43
122.6,259.50,64.94,58.15
88.7,262.17,67.36,60.01
108.1,259.50,64.42,57.64
101.7,262.17,68.64,60.95
107.4,259.50,64.81,59.37
91.4,262.17,65.28,57.37
101.7,259.50,68.57,59.31
107.7,262.17,64.67,57.75
86.9,259.50,68.81,59.99
117.2,262.17,67.90,58.01
105.0,259.50,66.40,59.99
91.6,262.19,64.91,58.41
107.7,259.52,64.66,57.68
87.4,262.19,68.43,60.19
