CPU_Percent,RAM_MB,Total_Latency_ms,Inference_Latency_ms
343.6,832.28,69.62,47.17
342.2,832.28,61.15,46.51
353.6,832.28,70.49,51.13
322.4,832.28,64.92,48.94
357.0,831.20,69.83,51.97
355.6,832.12,58.64,46.52
343.3,832.12,69.58,51.47
362.1,832.12,63.26,46.95
332.8,832.12,74.78,53.68
356.8,832.12,58.59,48.19
343.7,832.12,69.50,48.68
341.6,832.14,67.12,50.06
356.7,832.16,69.86,53.14
352.6,832.14,70.66,54.14
324.9,832.20,88.96,73.38
301.2,832.20,82.73,72.28
322.4,832.20,74.22,63.76
370.4,832.20,59.13,51.00
357.6,832.20,63.99,50.55
366.0,832.20,57.10,50.24
350.2,832.20,62.49,54.71
351.2,832.20,65.27,52.63
303.8,832.20,75.45,65.18
329.8,832.20,75.52,66.89
313.7,832.20,82.66,70.64
338.7,832.20,76.46,61.12
321.6,832.20,67.98,59.73
340.6,832.20,70.13,63.12
321.1,832.20,83.87,72.29
329.1,832.20,75.69,64.78
320.3,832.20,74.61,65.80
299.4,832.20,79.94,60.67
294.8,832.20,84.59,74.26
323.6,832.20,67.78,60.61
354.1,832.20,64.74,52.73
361.6,832.20,60.63,49.60
364.9,832.20,57.27,48.91
327.9,832.20,66.75,46.90
337.3,832.20,64.96,47.67
341.1,832.20,67.04,48.43
356.9,832.20,64.07,44.18
320.9,832.20,68.22,47.16
349.8,832.20,68.33,48.62
360.6,832.20,63.40,44.10
336.5,832.20,68.02,43.73
360.8,832.20,63.47,45.03
362.5,832.20,68.62,45.73
333.6,832.20,65.67,46.37
357.0,832.20,69.70,49.83
324.0,832.20,70.76,48.64
354.6,832.20,58.94,45.38
357.6,832.20,66.78,47.17
87.2,821.67,2161.46,1487.82
294.8,830.20,98.00,88.18
323.4,831.16,73.89,63.11
330.6,831.17,69.35,62.93
339.7,831.19,61.60,56.61
353.9,831.19,59.08,52.82
355.2,831.19,49.99,43.55
344.3,831.19,63.52,42.88
338.2,831.19,67.69,43.88
333.5,831.19,65.74,42.67
335.6,831.19,65.32,41.35
318.0,831.19,68.95,44.18
346.9,831.19,66.03,44.24
321.7,831.19,64.87,41.72
310.1,831.19,67.38,43.31
338.2,831.19,67.74,44.41
339.1,831.19,67.49,44.84
327.5,831.19,66.89,45.91
331.4,831.19,66.05,44.57
344.7,831.20,66.46,45.03
348.4,831.20,65.67,45.55
338.3,831.20,67.72,45.88
346.8,831.20,65.98,45.93
338.1,831.20,67.81,47.12
331.8,831.20,69.09,48.08
362.8,831.20,63.16,44.96
340.2,831.20,70.27,49.26
352.1,831.20,62.10,45.32
347.1,831.20,68.80,48.11
331.6,831.20,66.07,47.27
366.8,831.20,65.07,46.50
333.9,831.20,68.66,47.65
352.5,831.20,62.14,43.14
330.4,831.20,66.26,42.57
324.1,831.20,70.71,47.38
367.1,831.20,62.38,43.20
332.5,831.20,68.83,45.69
337.0,831.20,67.99,45.38
365.9,831.20,62.48,43.13
330.6,831.20,72.20,49.64
354.7,831.20,70.12,47.52
353.6,831.20,62.00,47.63
345.0,831.20,66.43,49.81
320.8,831.22,74.59,54.58
373.2,831.22,58.72,46.97
353.5,831.22,61.96,44.40
335.1,831.22,68.23,46.29
334.8,831.22,68.36,48.20
370.0,831.22,64.64,46.35
341.4,831.22,67.10,46.70
310.3,831.22,67.34,47.28
353.3,831.22,64.88,46.44
373.4,831.22,69.37,49.00
335.4,831.22,62.23,47.02
346.1,831.22,80.54,61.56
381.0,831.22,57.44,47.93
333.8,831.22,71.65,56.39
374.1,831.22,58.54,48.10
350.0,831.22,62.49,46.19
317.7,831.22,75.32,51.87
356.7,831.22,58.65,45.85
345.2,831.22,66.40,46.92
318.2,831.22,75.20,56.67
393.7,831.22,58.21,45.91
340.6,831.22,70.22,48.36
332.3,831.22,59.97,43.53
320.2,831.22,62.23,39.18
305.3,831.22,68.51,41.45
320.7,831.22,80.74,56.06
346.0,831.22,57.53,46.70
354.7,831.22,67.32,48.44
332.9,831.23,68.85,48.05
366.4,831.23,62.50,46.78
363.9,831.23,62.13,43.89
337.4,831.23,67.82,45.48
340.2,831.23,67.39,46.45
325.2,831.23,61.24,39.01
322.5,831.23,77.18,48.76
376.0,831.23,60.90,45.64
309.9,831.23,77.11,55.52
371.4,831.23,61.70,46.69
328.5,831.23,75.86,61.33
